song_names , artist_names
Gaël the Father Christmas , The Hams
All Gaël s , More bifluorinated song
Gaëlle , Stupeflip
Gaëlle frog , Maripol
Gaétan , Eric Mie
Gaétan , Polémil Bazar
Gaétan le Chouan , Les Rives
Gaëtan Liquid , Liquids Time
Gaétan the pelican , Gaëtan
Kevin and Gaëtan , Loco Locass
Gaétane , The Dashing Cowboys
Gaïa , Sébastien Agius
Gala the Frog , Éric Le Collen
Dialogue with Galadriel , Les Séguin
Ganaël , Dick Annegarn
Gaspar , Edgar Bori
Gaspard , Maurice Fanon
Gaspard , Fred Fortin
Gaspard , Alexis HK
Gaspard , Mannick
Gaspard or The History of Gaspard , Frédérik Mey
Gaspard , Georges Moustaki
Gaspard , Serge Reggiani
Gaspard , Stella
Blanche et Gaspard , Explosion de Caca
The legend of Gaspard , Gilles Dorléac
Gaston , Michel Arbatz
Gaston , Julos Beaucarne
Gaston , Patrick Font
Gaston , Fred Fortin
Gaston , Sarclo
Gaston and spelling , Gérard Delahaye
Gaston and Lucie , Mr. Moon
G for Gaston , Standing on Zinc
Germaine and Gaston , Gaston
Mimi and Gaston , David Jalbert
Mr. Gaston , Lili Cros and Thierry Chazelle
M'sieur Gaston , Andrex
Simone or Gaston , Michel Bühler
Tonton Gaston , Les Forbans
Gatsby , Catherine Lara
Gatsby , Dick Rivers
Gavroche , Warbler
La Gavroche , Jacques Hustin
Lullaby for Gaya , Gilbert Bécaud
Gédéon , Yves Albert
Gédéon , Blue Jean Society
Amateur Gédéon , Suroît
The woodlouse Gédéon , Max Rongier
Father Gédéon is going to the market , Michel Noël
D'manda Gégé , Aristide Padygros
The woman at Gégé , Les Musclés
I love you Gégé , Gérard Berliner
Gégène the Elder , Manu Lann Huel
It's Gégène , Fernandel
Tango in Gégène , Jacques Desrosiers
Here is Gégène , Jack Defer
Gelsomina , Jean Bertola
Gelsomina , Micheline Dax
Gelsomina , Lucienne Delyle
Gelsomina , Luis Mariano
Gelsomina , Armand Mestral
Geneviève , Marcel Amont
Geneviève , Camille
Geneviève , Claude Gauthier
Geneviève , Claude Puterflam
Geneviève , Maurice Reverdy
Unforgettable Geneviève , Charles Aznavour
Geordie , Claude Francois
Georges , Thomas Fersen
Georges , Fred Fortin
Georges , Kinito
Georges , Véronique Lortal
Georges , Prohom
Georges , Véronique Rivière
Georges , Sylvie Vartan
Georges , Pierre Vassiliu
Georges cloned , Raoul Petite
Georges is happy , Cédric Gervy
Georges and Frédy , Le Beau Lac de Bâle
Georges and Louis , Almost Yes
Georges the black , Catherine Paysan
The Far Too Long Story of Georges , Jim Corcoran
Good evening Georges , Alexis HK
Ogre Georges , Alain Schneider
Uncle Georges , Didier Barbelivien
Georgette , Pierre Vassiliu
Georgia , Bernard Ascal
Georgia , Arthur H
Georgia , Hugues Aufray
Georgia , Jacques Hustin
Georgia , Francois Lubiana
Georgia , Offenbach
Georgia , Stiffheads
Geraldine , Blue
Géraldine , Bill Deraime
Geraldine , Les Ignobles du Bordelais
Geraldine , The Little Bourrettes
Geraldine , The Sapphires
Geraldine , Wolfunkind
Geraldine , The Wriggles
Gérard , Johnny Farago
Gérard , Stiff Heads
Gérard Chassin , The Steel Shrimp
Gérard and Gertrude , Louise Forestier and J. Perron
Gérard's final , Aggressive Agricultor
My Gérard , Lynda Lemay
Germain , The Butchers Boys
Germain , Les Clam's
At Germain again , Marc Robine
The meadows in Germain , Stéphane Golmann
Germaine , The Companions of Song
Germaine , Michel Faubert
Germaine , Thomas Fersen
Germaine , Garolou
Germaine , Pierre Perret
Germaine , Renaud
Germaine , La Rue Ketanou
Gernaine 1 , Sttellla
Germaine , Patrick Topaloff
Germaine and Gaston , Gaston
Germaine's friends , Mouloudji
My little sister Germaine , François Corbier
Even Germaine she was stoned , Michel Delpech
Forgive me Germaine , Guy Marchand
You call me Germaine , Les Musclés
Germinal , Sylvain Lelièvre
Geronimo , Imago
Géronimo , Catherine Lara
Gertrude , Julos Beaucarne
Gérard and Gertrude , Louise Forestier and J. Perron
The vigil at Gervais , Michel Faubert
Ghislain , Renée Martel
Ghislaine de la Bourboule , Pierre Perret
Gianni , The Feline
Friend Gianni , Albert Delchambre
Gigi , Maurice Chevalier
Gigi , André Claveau
Gigi , Henri Decker
Gigi , Sacha Distel
Gigi , Raymond Girerd
Gigi , Rina Ketty
Gigi , Jean Philippe
Gigi , Leo Marjane
Gigi , Jen Roger
Gigi , hi that's cool
Gigi , Henri Salvador
Gigi , Florence Véran
Gigi l'Amoroso , Emily Loizeau
Jaja and Gigi , Tichke
Gilbert , The Badgers
Gilbert , Franck Monnet
Gilbert , Fabienne Pralon
Gilette , Michel Vivoux
Gill John , Georgette Lemaire
Gilles , Christophe Miossec
Gilles at the water's edge , Geneviève Laloy
Gilles listens to a rap record and bursts into tears , Abd Al Malik
Gilles the blue , Monique Morelli
Gilles is an angel , Pascal Auberson
Gilles de La Tourette , Brigitte Fontaine
In the good times of Gilles ' songs , Dominique Scheder
Jeanne and Gilles , Amélie Morin
The travels of Gilles , Gilles Elbaz and Siegfried Kessler
Gilou , Pascal Auberson
Gilou , Gilbert Laffaille
Gina , Robert Cogoi
Gina , David and Jonathan
Gina , Happy Coconut Tree
Gina , Pierre Lalonde
Gina , Dario Moreno
Gina Stromboli , Grand Jojo
La Gina , Michel Bühler
Magic Gina , Plastic Bertrand
Ginette , Denis Alber
Ginette , Beau Dommage
Ginette , The Muscled
Ginette , Michel Rivard
Ginette and Raoul , Patrick Topaloff
Ginette without glasses , Patrick Zabé
Let's go dancing Ginette , Michel Admette
Honky tonk Ginette , Les Bidochons
Ginette's hedgehog , Les Capenoules
Oh ! Ginette , Coluche
Ginger , Fire! Chatterton
Ginger , Patricia
Gino , Carmen Campagne with La Bottine Souriante and Hart Rouge
Gino , Annie Cordy
Gino , The Smiling Bootie
Gino , Stiff Heads
Gino pizza , Raoul Petite
The little Gino from Napoli , Ginette Reno
Nicole and Gino , Stilettos
Giorgia , Frédéric François
Giorgia , Arthur H
Giorgina , Marc Aryan
Giorgio , Lys Assia
Giovanna , Michel Bühler
Giovanna , David Martial
Giovanni , Maxime Piolot
Giovanni , Charles Trenet
Gisele , Dick Annegarn
Gisèle , Le bel Hubert
Gisèle , Xavier Caféïne
Gisele , Raven
Gisèle , The Steel Shrimp
Gisèle , Louise Forestier
Gisèle , The Sunlights
Gisele , The Wampas
Gisèle in autumn , Beau Dommage
Gisèle and Raymond , Les Fatals Picards
Gisèle J. , Nathalie Solence
Madame Gisèle , Mil Mougenot
Gypsy , Dalida
Gypsy , David McNeil
Giulia , Daguerre and Bertille
Giulia , Pierre Groscolas
Giuseppe , Annie Cordy
Giuseppe and Maria , Cali
Gladys , Christophe Bell Eye
Gladys , Philippe Clay
Gladys , Henri Genès
Gladys , Serge Reggiani
Gloria , Coralie Clément
Gloria , André Dassary
Gloria , Yoland Guérard
Gloria , The Infidels
Gloria , Indochina
Gloria , Simone Langlois
Gloria , Eric Lareine
Gloria , Maryse Letarte
Gloria , Armand Mestral
Gloria , Minimum Serious
Gloria , Vincent Niclo with N. Lilliu
Gloria , Claude Nougaro
Gloria , Michel Polnareff
Gloria , Axelle Red
Gloria , Sheila
Gloria , André Sylvain
Gloria , Sylvie Vartan
Godefroy , Jacques Debronckart
Duck Godefroy , Lily Fayol
Godevin the Villain , Angel
Sir Godfrey , Yves Montand
Gohan's tears , Majster
Golda , Dick Annegarn
David and Goliath , Martin Giroux
Gontrand , The Ghouls
Graziella , Robert Charlebois
Graziella , The Howlers
Grégoire , La Chifonnie
Grégoire laughs , Yves Simon
Doctor Grégoire , Suroît
Little Grégoire , Alain Souchon
My friend Grégoire , Eddie Defacq
Gregor , Patof
Gregori ! , Gregori Czerkinsky
Grégory , Line & Willy
Gregory , Cora Vaucaire
Grégory , Danièle Danaé
Grégory loves the wind , Anne Sylvestre
Brother Grégory has a cold , More bifluoric song
The story of Grégory , Georges Brummel
Greta , Mylène Farmer
Greta , Kaolin
Greta , Renaud
Greta , Henri Tachan
Greta Marlene , Colette Renard
Hansel und Gretel , Ludwig von 88
Grigori , Jack Dupon
Jarneton and Gringoire , Jean Leclerc
Guinevere , Alan Stivell
Guigui , Michel Jonasz
Guilhem , Claude Antonini
Guillaume , Jim Corcoran
Guillaume , Christian Ferrari
Guillaume , Catherine Maisse
Guillaume and Anaïs , Catherine Fontaine and Marie
Guillaume the evil come , Yves Sandrier
Guillaume Tell , Michel Bühler
Guillaume Tell samba , Lisette Jambel
The alliances of Guillaume , Félix Mayol
Hélène and Guillaume , Marcel Amont
My name is Guillaume , Vulgaires Machins
My good Guillaume , Luce Dauthier
Little Guillaume , Nicole Rieu
Father Guillaume , Steve Waring
At Guitte , Jean Guidoni
The sufferings of young Günther , The Badgers
My poor Günther , Daniel Balavoine
Gustave , Michel Bühler
Gustave , Béa Tristan
Gustine oh! Gustine , Les Charlots
Guy , Georges Chelon
I love Guy , Ginette Reno
Sacha and Gwanaëlle , Roger Varnay
Gwen , Maxime Piolot
Gwena , Gérard Jaffrès
Gwendolina , Claude Puterflam
Gwendolinda , Eddy Mitchell
Gwendoline , Georges Guétary
Gwendoline , Guylaine Guy
Gwendoline , Claude Lombard
Madame Gwenn and Madame Du , Gérard Jaffrès
